borough,n_test,model,WMAPE,RMSE,MAE
Croydon,1019,HistAvg,1.5477,343.611,254.841
Croydon,1019,IDW,0.857,332.145,141.119
Croydon,1019,MLR,0.6765,274.572,111.389
Croydon,1019,RF,0.6806,278.081,112.065
Croydon,1019,XGBoost,0.6861,272.161,112.966
Croydon,1019,MLP,0.67,271.762,110.323
Croydon,1019,GATv2,0.7267,288.751,119.649
Ealing,683,HistAvg,0.9636,570.286,318.126
Ealing,683,IDW,0.8734,604.408,288.357
Ealing,683,MLR,0.6528,473.016,215.526
Ealing,683,RF,0.668,492.202,220.539
Ealing,683,XGBoost,0.6593,462.186,217.67
Ealing,683,MLP,0.6547,472.32,216.16
Ealing,683,GATv2,0.7544,545.679,249.074
Enfield,707,HistAvg,1.1452,433.336,276.391
Enfield,707,IDW,0.876,457.316,211.434
Enfield,707,MLR,0.6864,362.162,165.658
Enfield,707,RF,0.7081,394.963,170.892
Enfield,707,XGBoost,0.7015,388.883,169.302
Enfield,707,MLP,0.6784,363.413,163.737
Enfield,707,GATv2,0.736,397.587,177.637
Greenwich,659,HistAvg,0.9994,596.257,285.229
Greenwich,659,IDW,0.8542,632.494,243.79
Greenwich,659,MLR,0.6582,506.316,187.84
Greenwich,659,RF,0.6527,525.981,186.267
Greenwich,659,XGBoost,0.6548,513.307,186.882
Greenwich,659,MLP,0.6494,511.586,185.34
Greenwich,659,GATv2,0.72,536.647,205.471
Hackney,442,HistAvg,0.8267,512.63,325.701
Hackney,442,IDW,0.8065,550.359,317.765
Hackney,442,MLR,0.4973,365.457,195.923
Hackney,442,RF,0.5129,377.181,202.07
Hackney,442,XGBoost,0.4922,359.821,193.917
Hackney,442,MLP,0.4934,361.021,194.392
Hackney,442,GATv2,0.607,439.725,239.149
Hammersmith and Fulham,276,HistAvg,0.7878,748.498,373.545
Hammersmith and Fulham,276,IDW,0.8082,782.836,383.198
Hammersmith and Fulham,276,MLR,0.6882,666.055,326.28
Hammersmith and Fulham,276,RF,0.6803,674.582,322.556
Hammersmith and Fulham,276,XGBoost,0.692,671.817,328.079
Hammersmith and Fulham,276,MLP,0.6857,657.112,325.111
Hammersmith and Fulham,276,GATv2,0.7518,758.391,356.46
Haringey,461,HistAvg,0.8402,761.461,380.81
Haringey,461,IDW,0.8186,775.506,371.019
Haringey,461,MLR,0.6648,623.614,301.348
Haringey,461,RF,0.6696,667.658,303.51
Haringey,461,XGBoost,0.6935,690.804,314.321
Haringey,461,MLP,0.6487,627.828,294.053
Haringey,461,GATv2,0.7857,764.701,356.14
Harrow,432,HistAvg,1.0881,369.502,256.035
Harrow,432,IDW,0.8283,391.934,194.903
Harrow,432,MLR,0.6298,295.11,148.194
Harrow,432,RF,0.6361,303.766,149.672
Harrow,432,XGBoost,0.6182,290.204,145.462
Harrow,432,MLP,0.6316,293.926,148.628
Harrow,432,GATv2,0.7565,363.173,178.007
Havering,691,HistAvg,1.6017,456.404,268.356
Havering,691,IDW,0.875,440.627,146.608
Havering,691,MLR,0.7077,341.306,118.566
Havering,691,RF,0.7599,392.538,127.322
Havering,691,XGBoost,0.9913,419.813,166.08
Havering,691,MLP,0.7268,362.848,121.769
Havering,691,GATv2,0.775,377.356,129.841
Hillingdon,706,HistAvg,1.3003,592.939,309.8
Hillingdon,706,IDW,0.9244,581.901,220.226
Hillingdon,706,MLR,0.7061,475.583,168.228
Hillingdon,706,RF,0.751,545.467,178.924
Hillingdon,706,XGBoost,0.8191,549.022,195.144
Hillingdon,706,MLP,0.721,507.274,171.777
Hillingdon,706,GATv2,0.833,597.227,198.449
Hounslow,651,HistAvg,1.054,427.703,263.162
Hounslow,651,IDW,0.9094,460.46,227.07
Hounslow,651,MLR,0.6403,359.079,159.873
Hounslow,651,RF,0.6408,357.139,159.994
Hounslow,651,XGBoost,0.6412,356.177,160.09
Hounslow,651,MLP,0.6282,343.586,156.845
Hounslow,651,GATv2,0.6939,374.554,173.247
Islington,349,HistAvg,0.7866,736.434,408.65
Islington,349,IDW,0.808,759.193,419.753
Islington,349,MLR,0.5923,619.261,307.694
Islington,349,RF,0.5934,624.229,308.302
Islington,349,XGBoost,0.601,618.82,312.238
Islington,349,MLP,0.5881,611.804,305.55
Islington,349,GATv2,0.764,748.771,396.936
Kensington and Chelsea,260,HistAvg,0.7473,516.034,323.957
Kensington and Chelsea,260,IDW,0.8407,572.156,364.475
Kensington and Chelsea,260,MLR,0.5752,422.872,249.349
Kensington and Chelsea,260,RF,0.5638,410.832,244.4
Kensington and Chelsea,260,XGBoost,0.5473,402.534,237.257
Kensington and Chelsea,260,MLP,0.5712,411.574,247.645
Kensington and Chelsea,260,GATv2,0.7108,530.777,308.149
Kingston upon Thames,391,HistAvg,1.2094,569.502,281.785
Kingston upon Thames,391,IDW,0.8929,595.692,208.046
Kingston upon Thames,391,MLR,0.7079,500.49,164.942
Kingston upon Thames,391,RF,0.7062,520.835,164.554
Kingston upon Thames,391,XGBoost,0.6986,510.218,162.771
Kingston upon Thames,391,MLP,0.6972,495.81,162.451
Kingston upon Thames,391,GATv2,0.8177,564.026,190.532
Lambeth,577,HistAvg,0.8618,942.451,428.607
Lambeth,577,IDW,0.8788,983.57,437.065
Lambeth,577,MLR,0.6393,819.537,317.974
Lambeth,577,RF,0.629,820.818,312.854
Lambeth,577,XGBoost,0.6297,810.36,313.183
Lambeth,577,MLP,0.6075,807.135,302.156
Lambeth,577,GATv2,0.6773,884.851,336.857
Lewisham,609,HistAvg,0.9859,512.677,290.318
Lewisham,609,IDW,0.8632,557.644,254.179
Lewisham,609,MLR,0.6057,411.862,178.357
Lewisham,609,RF,0.6079,433.803,179.001
Lewisham,609,XGBoost,0.6183,434.126,182.08
Lewisham,609,MLP,0.6052,415.429,178.22
Lewisham,609,GATv2,0.7012,486.194,206.478
Merton,457,HistAvg,1.0347,493.948,268.128
Merton,457,IDW,0.848,513.306,219.742
Merton,457,MLR,0.671,426.025,173.884
Merton,457,RF,0.6722,453.641,174.199
Merton,457,XGBoost,0.706,449.055,182.952
Merton,457,MLP,0.666,426.644,172.579
Merton,457,GATv2,0.7635,497.977,197.844
Newham,465,HistAvg,0.8322,506.085,319.074
Newham,465,IDW,0.8321,558.618,319.027
Newham,465,MLR,0.5979,397.151,229.217
Newham,465,RF,0.6243,417.866,239.339
Newham,465,XGBoost,0.6421,424.346,246.16
Newham,465,MLP,0.594,395.323,227.731
Newham,465,GATv2,0.6568,451.582,251.822
Redbridge,539,HistAvg,1.1018,465.014,271.086
Redbridge,539,IDW,0.7995,445.101,196.706
Redbridge,539,MLR,0.6951,362.749,171.018
Redbridge,539,RF,0.71,392.571,174.684
Redbridge,539,XGBoost,0.7082,375.712,174.247
Redbridge,539,MLP,0.699,360.139,171.981
Redbridge,539,GATv2,0.7461,420.804,183.576
Richmond upon Thames,484,HistAvg,1.3166,353.755,244.414
Richmond upon Thames,484,IDW,0.8875,355.727,164.751
Richmond upon Thames,484,MLR,0.6388,267.54,118.591
Richmond upon Thames,484,RF,0.659,273.242,122.33
Richmond upon Thames,484,XGBoost,0.6785,266.669,125.95
Richmond upon Thames,484,MLP,0.6888,263.136,127.864
Richmond upon Thames,484,GATv2,0.7422,325.091,137.782
Southwark,583,HistAvg,0.8601,854.25,414.185
Southwark,583,IDW,0.8104,854.973,390.233
Southwark,583,MLR,0.5783,637.258,278.472
Southwark,583,RF,0.6045,699.836,291.094
Southwark,583,XGBoost,0.5844,671.267,281.412
Southwark,583,MLP,0.5872,662.167,282.747
Southwark,583,GATv2,0.6782,734.797,326.605
Sutton,421,HistAvg,1.4868,309.593,241.96
Sutton,421,IDW,0.8299,289.401,135.054
Sutton,421,MLR,0.6427,223.063,104.593
Sutton,421,RF,0.6711,239.305,109.21
Sutton,421,XGBoost,0.6938,244.716,112.914
Sutton,421,MLP,0.6356,224.104,103.446
Sutton,421,GATv2,0.7556,266.155,122.966
Tower Hamlets,381,HistAvg,0.9492,393.105,269.85
Tower Hamlets,381,IDW,0.8218,407.615,233.622
Tower Hamlets,381,MLR,0.5879,308.821,167.129
Tower Hamlets,381,RF,0.6087,321.8,173.054
Tower Hamlets,381,XGBoost,0.6083,319.739,172.926
Tower Hamlets,381,MLP,0.5996,300.24,170.446
Tower Hamlets,381,GATv2,0.7285,396.719,207.099
Waltham Forest,492,HistAvg,0.8879,510.268,280.825
Waltham Forest,492,IDW,0.8669,572.979,274.199
Waltham Forest,492,MLR,0.7202,502.857,227.779
Waltham Forest,492,RF,0.6622,471.022,209.453
Waltham Forest,492,XGBoost,0.7028,498.315,222.298
Waltham Forest,492,MLP,0.6635,466.601,209.861
Waltham Forest,492,GATv2,0.7163,484.175,226.554
Wandsworth,481,HistAvg,0.8146,681.466,346.179
Wandsworth,481,IDW,0.7963,705.712,338.423
Wandsworth,481,MLR,0.6336,567.081,269.255
Wandsworth,481,RF,0.6483,597.924,275.524
Wandsworth,481,XGBoost,0.6342,581.248,269.546
Wandsworth,481,MLP,0.6241,568.312,265.226
Wandsworth,481,GATv2,0.6965,619.011,295.99
Westminster,419,HistAvg,0.763,912.576,497.587
Westminster,419,IDW,0.7677,896.337,500.659
Westminster,419,MLR,0.5957,710.165,388.511
Westminster,419,RF,0.5542,703.112,361.403
Westminster,419,XGBoost,0.6037,771.993,393.71
Westminster,419,MLP,0.5634,692.846,367.451
Westminster,419,GATv2,0.6269,746.566,408.826
