borough,n_test,model,WMAPE,RMSE,MAE
Havering,691,HistAvg,1.6017,456.404,268.356
Havering,691,MLR,0.712,354.724,119.289
Havering,691,RF,0.7215,366.109,120.889
Havering,691,XGBoost,0.879,372.771,147.268
Havering,691,MLP,0.7073,348.011,118.504
Havering,691,GATv2,0.7754,365.952,129.914
Hillingdon,706,HistAvg,1.3003,592.939,309.8
Hillingdon,706,MLR,0.7117,485.526,169.552
Hillingdon,706,RF,0.7647,559.197,182.194
Hillingdon,706,XGBoost,0.7618,527.187,181.497
Hillingdon,706,MLP,0.7296,499.557,173.832
Hillingdon,706,GATv2,0.8025,574.675,191.182
Hounslow,651,HistAvg,1.054,427.703,263.162
Hounslow,651,MLR,0.6382,361.817,159.345
Hounslow,651,RF,0.6539,370.987,163.263
Hounslow,651,XGBoost,0.6377,350.568,159.231
Hounslow,651,MLP,0.6162,337.407,153.85
Hounslow,651,GATv2,0.7326,399.646,182.925
Islington,349,HistAvg,0.7866,736.434,408.65
Islington,349,MLR,0.5887,621.572,305.82
Islington,349,RF,0.5871,626.78,305.001
Islington,349,XGBoost,0.5884,595.045,305.683
Islington,349,MLP,0.5869,607.002,304.891
Islington,349,GATv2,0.661,650.191,343.394
Kensington and Chelsea,260,HistAvg,0.7473,516.034,323.957
Kensington and Chelsea,260,MLR,0.5986,425.149,259.509
Kensington and Chelsea,260,RF,0.5484,406.399,237.759
Kensington and Chelsea,260,XGBoost,0.5507,401.197,238.747
Kensington and Chelsea,260,MLP,0.5803,401.402,251.594
Kensington and Chelsea,260,GATv2,0.6059,435.332,262.677
Kingston upon Thames,391,HistAvg,1.2094,569.502,281.785
Kingston upon Thames,391,MLR,0.7114,495.003,165.752
Kingston upon Thames,391,RF,0.7084,518.368,165.062
Kingston upon Thames,391,XGBoost,0.6785,490.933,158.096
Kingston upon Thames,391,MLP,0.6924,480.688,161.329
Kingston upon Thames,391,GATv2,0.7507,513.918,174.916
Lambeth,577,HistAvg,0.8618,942.451,428.607
Lambeth,577,MLR,0.6441,835.301,320.379
Lambeth,577,RF,0.6296,828.417,313.152
Lambeth,577,XGBoost,0.6209,805.317,308.834
Lambeth,577,MLP,0.6087,801.273,302.77
Lambeth,577,GATv2,0.7645,942.394,380.242
Lewisham,609,HistAvg,0.9859,512.677,290.318
Lewisham,609,MLR,0.5984,400.521,176.196
Lewisham,609,RF,0.6069,426.002,178.72
Lewisham,609,XGBoost,0.6227,437.131,183.374
Lewisham,609,MLP,0.6006,399.495,176.85
Lewisham,609,GATv2,0.7202,499.063,212.07
Merton,457,HistAvg,1.0347,493.948,268.128
Merton,457,MLR,0.6653,422.94,172.39
Merton,457,RF,0.6571,438.249,170.263
Merton,457,XGBoost,0.6766,441.689,175.322
Merton,457,MLP,0.6558,419.699,169.943
Merton,457,GATv2,0.7333,486.158,190.01
Newham,465,HistAvg,0.8322,506.085,319.074
Newham,465,MLR,0.5694,375.153,218.299
Newham,465,RF,0.6077,415.179,232.974
Newham,465,XGBoost,0.615,414.898,235.786
Newham,465,MLP,0.5755,384.329,220.637
Newham,465,GATv2,0.6411,444.952,245.788
Redbridge,539,HistAvg,1.1018,465.014,271.086
Redbridge,539,MLR,0.682,361.306,167.795
Redbridge,539,RF,0.6852,369.409,168.573
Redbridge,539,XGBoost,0.6522,334.046,160.465
Redbridge,539,MLP,0.6657,344.272,163.785
Redbridge,539,GATv2,0.6956,354.888,171.144
Richmond upon Thames,484,HistAvg,1.3166,353.755,244.414
Richmond upon Thames,484,MLR,0.6485,268.456,120.392
Richmond upon Thames,484,RF,0.6594,266.909,122.405
Richmond upon Thames,484,XGBoost,0.6782,271.139,125.892
Richmond upon Thames,484,MLP,0.6868,257.891,127.504
Richmond upon Thames,484,GATv2,0.7338,290.939,136.224
Southwark,583,HistAvg,0.8601,854.25,414.185
Southwark,583,MLR,0.581,644.255,279.801
Southwark,583,RF,0.6161,722.073,296.708
Southwark,583,XGBoost,0.5916,696.828,284.892
Southwark,583,MLP,0.5819,671.016,280.205
Southwark,583,GATv2,0.6874,759.526,331.001
Sutton,421,HistAvg,1.4868,309.593,241.96
Sutton,421,MLR,0.6465,226.834,105.205
Sutton,421,RF,0.675,243.169,109.846
Sutton,421,XGBoost,0.6911,248.006,112.475
Sutton,421,MLP,0.6417,220.471,104.435
Sutton,421,GATv2,0.7624,268.388,124.069
Tower Hamlets,381,HistAvg,0.9492,393.105,269.85
Tower Hamlets,381,MLR,0.5742,302.307,163.227
Tower Hamlets,381,RF,0.6036,310.006,171.589
Tower Hamlets,381,XGBoost,0.585,305.412,166.295
Tower Hamlets,381,MLP,0.5862,297.25,166.658
Tower Hamlets,381,GATv2,0.7043,370.877,200.226
Waltham Forest,492,HistAvg,0.8879,510.268,280.825
Waltham Forest,492,MLR,0.7183,501.817,227.193
Waltham Forest,492,RF,0.6405,461.445,202.569
Waltham Forest,492,XGBoost,0.6609,477.32,209.031
Waltham Forest,492,MLP,0.6797,470.824,214.988
Waltham Forest,492,GATv2,0.7107,496.542,224.801
Wandsworth,481,HistAvg,0.8146,681.466,346.179
Wandsworth,481,MLR,0.634,569.571,269.459
Wandsworth,481,RF,0.6413,586.685,272.53
Wandsworth,481,XGBoost,0.6379,584.862,271.112
Wandsworth,481,MLP,0.6304,563.556,267.89
Wandsworth,481,GATv2,0.6822,615.546,289.945
Westminster,419,HistAvg,0.763,912.576,497.587
Westminster,419,MLR,0.5828,706.27,380.071
Westminster,419,RF,0.5606,718.197,365.594
Westminster,419,XGBoost,0.5787,701.358,377.379
Westminster,419,MLP,0.5453,670.494,355.606
Westminster,419,GATv2,0.7046,870.962,459.485
Barking and Dagenham,364,GCN,0.7057,532.972,207.809
Barnet,993,GCN,0.7206,311.805,154.113
Bexley,672,GCN,0.762,316.73,115.289
Brent,575,GCN,0.6693,482.566,254.485
Bromley,1179,GCN,0.7522,195.048,76.496
Camden,424,GCN,0.6371,459.73,257.283
City of London,101,GCN,0.6559,768.353,427.426
Croydon,1019,GCN,0.6851,264.49,112.805
Ealing,683,GCN,0.6952,481.755,229.517
Enfield,707,GCN,0.7273,381.591,175.527
Greenwich,659,GCN,0.7139,535.973,203.729
Hackney,442,GCN,0.6339,420.438,249.755
Hammersmith and Fulham,276,GCN,0.7395,691.377,350.603
Haringey,461,GCN,0.7037,625.867,318.942
Harrow,432,GCN,0.6887,318.907,162.05
Havering,691,GCN,0.8398,362.073,140.708
Hillingdon,706,GCN,0.753,489.742,179.396
Hounslow,651,GCN,0.6833,367.815,170.619
Islington,349,GCN,0.6675,636.943,346.77
Kensington and Chelsea,260,GCN,0.7445,509.685,322.779
Kingston upon Thames,391,GCN,0.7615,489.054,177.44
Lambeth,577,GCN,0.7121,871.279,354.165
Lewisham,609,GCN,0.6453,422.136,190.011
Merton,457,GCN,0.7058,464.013,182.898
Newham,465,GCN,0.6455,425.974,247.495
Redbridge,539,GCN,0.6714,322.386,165.191
Richmond upon Thames,484,GCN,0.781,272.081,144.98
Southwark,583,GCN,0.6558,686.637,315.806
Sutton,421,GCN,0.6936,228.39,112.878
Tower Hamlets,381,GCN,0.6934,326.609,197.115
Waltham Forest,492,GCN,0.6645,422.888,210.166
Wandsworth,481,GCN,0.6627,544.244,281.621
Westminster,419,GCN,0.6483,750.512,422.802
