borough,n_test,model,WMAPE,RMSE,MAE
Croydon,1019,HistAvg,1.5477,343.611,254.841
Croydon,1019,IDW,0.857,332.145,141.119
Croydon,1019,MLR,0.6762,274.553,111.348
Croydon,1019,RF,0.6731,278.622,110.829
Croydon,1019,XGBoost,0.6714,268.213,110.555
Croydon,1019,MLP,0.6709,274.313,110.461
Croydon,1019,GATv2,0.7062,283.317,116.285
Ealing,683,HistAvg,0.9636,570.286,318.126
Ealing,683,IDW,0.8734,604.408,288.357
Ealing,683,MLR,0.6523,474.763,215.374
Ealing,683,RF,0.6653,494.759,219.643
Ealing,683,XGBoost,0.638,464.112,210.636
Ealing,683,MLP,0.6388,461.753,210.918
Ealing,683,GATv2,0.71,519.754,234.402
Enfield,707,HistAvg,1.1452,433.336,276.391
Enfield,707,IDW,0.876,457.316,211.434
Enfield,707,MLR,0.6751,363.42,162.946
Enfield,707,RF,0.6967,390.807,168.151
Enfield,707,XGBoost,0.6909,388.276,166.758
Enfield,707,MLP,0.6622,358.742,159.826
Enfield,707,GATv2,0.7119,383.304,171.815
Greenwich,659,HistAvg,0.9994,596.257,285.229
Greenwich,659,IDW,0.8542,632.494,243.79
Greenwich,659,MLR,0.6667,513.602,190.272
Greenwich,659,RF,0.6571,540.009,187.525
Greenwich,659,XGBoost,0.6454,530.68,184.202
Greenwich,659,MLP,0.6615,509.691,188.784
Greenwich,659,GATv2,0.7168,549.437,204.557
Hackney,442,HistAvg,0.8267,512.63,325.701
Hackney,442,IDW,0.8065,550.359,317.765
Hackney,442,MLR,0.497,364.021,195.789
Hackney,442,RF,0.527,385.754,207.634
Hackney,442,XGBoost,0.5173,363.642,203.791
Hackney,442,MLP,0.4865,352.661,191.692
Hackney,442,GATv2,0.6271,435.617,247.075
Hammersmith and Fulham,276,HistAvg,0.7878,748.498,373.545
Hammersmith and Fulham,276,IDW,0.8082,782.836,383.198
Hammersmith and Fulham,276,MLR,0.6917,660.789,327.962
Hammersmith and Fulham,276,RF,0.6748,666.378,319.954
Hammersmith and Fulham,276,XGBoost,0.6973,683.527,330.636
Hammersmith and Fulham,276,MLP,0.686,651.18,325.248
Hammersmith and Fulham,276,GATv2,0.6878,681.049,326.113
Haringey,461,HistAvg,0.8402,761.461,380.81
Haringey,461,IDW,0.8186,775.506,371.019
Haringey,461,MLR,0.6588,627.066,298.627
Haringey,461,RF,0.6707,685.24,304.006
Haringey,461,XGBoost,0.6828,692.506,309.491
Haringey,461,MLP,0.6367,621.232,288.601
Haringey,461,GATv2,0.7743,760.384,350.961
Harrow,432,HistAvg,1.0881,369.502,256.035
Harrow,432,IDW,0.8283,391.934,194.903
Harrow,432,MLR,0.6289,292.69,147.996
Harrow,432,RF,0.6375,303.071,150.02
Harrow,432,XGBoost,0.6144,287.472,144.57
Harrow,432,MLP,0.6153,278.0,144.79
Harrow,432,GATv2,0.7017,320.64,165.111
Havering,691,HistAvg,1.6017,456.404,268.356
Havering,691,IDW,0.875,440.627,146.608
Havering,691,MLR,0.7097,357.745,118.901
Havering,691,RF,0.72,366.339,120.624
Havering,691,XGBoost,0.8386,359.823,140.495
Havering,691,MLP,0.7092,353.931,118.82
Havering,691,GATv2,0.7498,367.811,125.619
Hillingdon,706,HistAvg,1.3003,592.939,309.8
Hillingdon,706,IDW,0.9244,581.901,220.226
Hillingdon,706,MLR,0.7127,487.072,169.807
Hillingdon,706,RF,0.7608,557.122,181.265
Hillingdon,706,XGBoost,0.7933,559.476,189.002
Hillingdon,706,MLP,0.7227,496.377,172.189
Hillingdon,706,GATv2,0.831,597.266,197.972
Hounslow,651,HistAvg,1.054,427.703,263.162
Hounslow,651,IDW,0.9094,460.46,227.07
Hounslow,651,MLR,0.638,362.207,159.311
Hounslow,651,RF,0.6309,361.576,157.525
Hounslow,651,XGBoost,0.6323,359.173,157.876
Hounslow,651,MLP,0.6145,336.457,153.432
Hounslow,651,GATv2,0.6824,370.55,170.383
Islington,349,HistAvg,0.7866,736.434,408.65
Islington,349,IDW,0.808,759.193,419.753
Islington,349,MLR,0.5875,619.443,305.22
Islington,349,RF,0.5849,623.522,303.864
Islington,349,XGBoost,0.5951,609.691,309.148
Islington,349,MLP,0.5859,606.705,304.366
Islington,349,GATv2,0.6577,663.772,341.699
Kensington and Chelsea,260,HistAvg,0.7473,516.034,323.957
Kensington and Chelsea,260,IDW,0.8407,572.156,364.475
Kensington and Chelsea,260,MLR,0.5919,422.374,256.589
Kensington and Chelsea,260,RF,0.5513,410.266,238.999
Kensington and Chelsea,260,XGBoost,0.5666,418.057,245.618
Kensington and Chelsea,260,MLP,0.5696,400.368,246.945
Kensington and Chelsea,260,GATv2,0.6617,482.184,286.856
Kingston upon Thames,391,HistAvg,1.2094,569.502,281.785
Kingston upon Thames,391,IDW,0.8929,595.692,208.046
Kingston upon Thames,391,MLR,0.7074,491.619,164.828
Kingston upon Thames,391,RF,0.7074,514.84,164.815
Kingston upon Thames,391,XGBoost,0.724,524.31,168.703
Kingston upon Thames,391,MLP,0.6871,483.085,160.105
Kingston upon Thames,391,GATv2,0.82,567.767,191.063
Lambeth,577,HistAvg,0.8618,942.451,428.607
Lambeth,577,IDW,0.8788,983.57,437.065
Lambeth,577,MLR,0.6467,833.822,321.642
Lambeth,577,RF,0.6287,831.502,312.719
Lambeth,577,XGBoost,0.6245,811.528,310.622
Lambeth,577,MLP,0.6102,805.826,303.503
Lambeth,577,GATv2,0.6862,893.457,341.301
Lewisham,609,HistAvg,0.9859,512.677,290.318
Lewisham,609,IDW,0.8632,557.644,254.179
Lewisham,609,MLR,0.594,392.69,174.914
Lewisham,609,RF,0.6118,429.934,180.141
Lewisham,609,XGBoost,0.6263,436.728,184.424
Lewisham,609,MLP,0.5982,391.952,176.142
Lewisham,609,GATv2,0.6914,470.766,203.586
Merton,457,HistAvg,1.0347,493.948,268.128
Merton,457,IDW,0.848,513.306,219.742
Merton,457,MLR,0.6643,424.5,172.141
Merton,457,RF,0.6521,438.019,168.99
Merton,457,XGBoost,0.6702,432.993,173.665
Merton,457,MLP,0.6555,426.749,169.86
Merton,457,GATv2,0.7787,505.207,201.796
Newham,465,HistAvg,0.8322,506.085,319.074
Newham,465,IDW,0.8321,558.618,319.027
Newham,465,MLR,0.5728,375.459,219.607
Newham,465,RF,0.6058,418.164,232.268
Newham,465,XGBoost,0.6191,419.878,237.373
Newham,465,MLP,0.5794,379.1,222.141
Newham,465,GATv2,0.701,492.371,268.766
Redbridge,539,HistAvg,1.1018,465.014,271.086
Redbridge,539,IDW,0.7995,445.101,196.706
Redbridge,539,MLR,0.6795,362.104,167.17
Redbridge,539,RF,0.6679,354.88,164.318
Redbridge,539,XGBoost,0.6901,371.184,169.786
Redbridge,539,MLP,0.6611,344.496,162.662
Redbridge,539,GATv2,0.7205,377.663,177.276
Richmond upon Thames,484,HistAvg,1.3166,353.755,244.414
Richmond upon Thames,484,IDW,0.8875,355.727,164.751
Richmond upon Thames,484,MLR,0.6473,270.747,120.155
Richmond upon Thames,484,RF,0.6522,262.328,121.063
Richmond upon Thames,484,XGBoost,0.6666,267.361,123.741
Richmond upon Thames,484,MLP,0.6758,256.565,125.454
Richmond upon Thames,484,GATv2,0.7156,295.808,132.837
Southwark,583,HistAvg,0.8601,854.25,414.185
Southwark,583,IDW,0.8104,854.973,390.233
Southwark,583,MLR,0.5795,637.084,279.05
Southwark,583,RF,0.6057,711.34,291.682
Southwark,583,XGBoost,0.5739,657.528,276.359
Southwark,583,MLP,0.5728,658.382,275.821
Southwark,583,GATv2,0.7574,842.193,364.738
Sutton,421,HistAvg,1.4868,309.593,241.96
Sutton,421,IDW,0.8299,289.401,135.054
Sutton,421,MLR,0.6509,227.408,105.921
Sutton,421,RF,0.6693,245.175,108.917
Sutton,421,XGBoost,0.6887,255.045,112.075
Sutton,421,MLP,0.6372,218.901,103.701
Sutton,421,GATv2,0.7758,275.996,126.253
Tower Hamlets,381,HistAvg,0.9492,393.105,269.85
Tower Hamlets,381,IDW,0.8218,407.615,233.622
Tower Hamlets,381,MLR,0.5737,300.454,163.091
Tower Hamlets,381,RF,0.5991,306.608,170.303
Tower Hamlets,381,XGBoost,0.5883,309.804,167.257
Tower Hamlets,381,MLP,0.5947,294.211,169.055
Tower Hamlets,381,GATv2,0.6706,356.32,190.649
Waltham Forest,492,HistAvg,0.8879,510.268,280.825
Waltham Forest,492,IDW,0.8669,572.979,274.199
Waltham Forest,492,MLR,0.7176,500.484,226.963
Waltham Forest,492,RF,0.6424,465.114,203.179
Waltham Forest,492,XGBoost,0.6936,484.911,219.39
Waltham Forest,492,MLP,0.6939,476.14,219.489
Waltham Forest,492,GATv2,0.7242,505.361,229.072
Wandsworth,481,HistAvg,0.8146,681.466,346.179
Wandsworth,481,IDW,0.7963,705.712,338.423
Wandsworth,481,MLR,0.6368,571.629,270.644
Wandsworth,481,RF,0.6371,584.321,270.769
Wandsworth,481,XGBoost,0.6451,600.961,274.177
Wandsworth,481,MLP,0.628,563.177,266.91
Wandsworth,481,GATv2,0.7684,699.326,326.567
Westminster,419,HistAvg,0.763,912.576,497.587
Westminster,419,IDW,0.7677,896.337,500.659
Westminster,419,MLR,0.585,707.927,381.486
Westminster,419,RF,0.5672,728.702,369.873
Westminster,419,XGBoost,0.5565,701.702,362.892
Westminster,419,MLP,0.5514,686.297,359.562
Westminster,419,GATv2,0.6219,783.307,405.545
